,"NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","BUILDING CLASS AT PRESENT
","LAND SQUARE FEET
","BLOCK
","LOT
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
",Predicted Values,Original Values
5226,12,13,18,0,625,1110,1,0,1,0,0,1930,1469603.4928348032,0
4213,11,10,30,0,545,11,0,0,0,0,0,1908,-544723.1972884322,2100000
11434,31,13,11,0,217,1431,1,0,1,0,0,1915,1642546.8157767165,0
17391,32,10,11,0,1408,40,0,0,0,0,0,1966,-15500.157484280877,2025000
9191,25,10,16,0,1363,12,0,0,0,0,0,1930,-115703.16469986876,650000
7585,21,36,87,6675,315,40,0,0,0,6675,0,0,-5047187.378682585,47500000
1833,6,9,6,0,454,60,0,0,0,0,0,1920,1393287.464001372,849000
11589,32,1,23,1607,1399,141,1,0,1,1607,3200,1899,579725.621317415,0
12215,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,21000
20172,34,13,18,0,1526,1339,1,0,1,0,0,0,2063465.6125389258,0
4780,12,1,23,711,630,34,1,0,1,711,2844,1989,1081651.621317415,5925000
16693,31,13,13,0,193,1704,1,0,1,0,0,2005,1758725.8766668788,3500000
756,2,13,16,0,766,1015,1,0,1,0,0,1985,1827249.8358087377,1823000
16946,33,10,16,0,1387,1,0,0,0,0,0,1959,-435852.77623819327,2325000
19509,32,13,16,0,1384,1108,1,0,1,0,0,0,2016787.4154061372,7850000
1406,4,13,15,0,147,1610,1,0,1,0,0,1915,2548254.560629687,3230000
2710,8,16,18,0,29,1301,0,1,1,0,0,1935,1566884.4654261726,490000
15341,28,10,16,0,916,23,0,0,0,0,0,1963,-222435.7570961425,355000
10299,26,13,18,0,1010,1666,1,0,1,0,0,2009,1532929.540107856,30551000
11518,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,114855
16887,33,10,16,0,1379,51,0,0,0,0,0,1962,-381188.23440879164,2895000
22213,35,13,13,0,1171,2564,1,0,1,0,0,2013,2556755.428239526,4789775
17505,30,13,16,0,91,1249,1,0,1,0,0,1940,1116781.0603644182,0
5854,13,12,17,0,1831,1016,1,0,1,0,0,1900,1441031.2692161356,352000
9289,25,10,16,0,1366,25,0,0,0,0,0,1955,-116055.61038112314,0
21333,35,10,11,0,1138,1,0,0,0,0,0,1962,-160121.89566978207,1009327
10822,26,15,21,0,1274,1707,1,0,1,0,0,1907,1324068.7019692515,7942350
14335,33,10,8,0,1560,5,0,0,0,0,0,1959,116756.3131057769,445000
16110,29,43,54,0,477,1001,0,0,1,0,0,1925,611348.2066207058,0
15721,28,31,37,7637,859,9012,0,0,0,7637,0,0,8471312.621317415,7000000
3769,11,10,8,0,566,1,0,0,0,0,0,1955,932730.2288275114,635000
23379,37,17,22,0,1234,1003,0,0,0,0,0,1987,-242421.8110457547,981000
16967,36,9,6,0,1238,63,0,0,0,0,0,1920,293000.1466472121,347000
22681,35,9,11,0,1142,29,0,0,0,0,0,1900,-39911.10069303634,396000
24537,36,2,1,1737,1227,23,2,1,3,1737,4973,1910,2321856.621317415,0
8416,25,8,84,2519,1347,34,26,0,26,2519,13000,1930,2033234.621317415,9200000
15456,28,13,13,0,862,1538,1,0,1,0,0,2005,1666634.8899785322,0
14181,26,45,79,0,1027,1246,0,0,1,0,0,0,306039.71273926785,100
1914,5,23,39,5021,1086,48,0,2,2,5021,9900,1925,478303.62131741503,17000000
14917,33,13,9,0,1551,1122,0,0,0,0,0,0,2319719.169222814,5704950
1018,2,30,48,9875,701,24,0,2,2,9875,55000,1920,8831420.621317415,0
20436,33,13,13,0,1531,1091,1,0,1,0,0,2007,967054.0699328552,3903000
6305,14,13,13,0,1628,1264,0,0,0,0,0,0,2890756.3423566693,799000
11881,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
19282,35,46,24,0,1167,1303,0,0,1,0,0,1901,2647458.186119689,0
23971,35,13,16,0,1171,3251,1,0,1,0,0,0,4325032.43437073,630000
2403,8,13,13,0,25,1599,1,0,1,0,0,2005,2477635.5497172577,1100000
10483,26,26,48,7532,1009,37,0,2,2,7532,112850,2007,20070087.621317416,53910
249,2,9,15,0,744,32,0,0,0,0,0,1850,921811.4879313936,546000
1695,5,13,18,0,1067,1233,1,0,1,0,0,2008,1806003.678086815,1325000
6651,21,10,8,0,263,8,0,0,0,0,0,1955,584485.3016808196,660000
19364,32,10,12,0,1483,28,0,0,0,0,0,1962,-97148.74884305196,1200000
14923,26,45,71,0,1027,1269,0,0,1,0,0,0,883644.5219962331,0
15250,28,10,11,0,893,20,0,0,0,0,0,1959,121874.30133619392,520000
3970,10,13,13,0,898,1053,1,0,1,0,0,0,2969262.095229125,2947833
15369,35,10,8,0,1117,19,0,0,0,0,0,1923,90754.77619764907,445000
12663,32,13,11,0,1386,1007,1,0,1,0,0,1928,1096846.347539796,0
7438,20,13,13,0,481,1133,1,0,1,0,0,1926,1555752.9978348357,4025000
150,1,31,8,1934,398,34,8,1,9,1934,8081,0,4349504.621317415,3950000
12597,32,10,8,0,1472,14,0,0,0,0,0,1962,163175.65411346592,650000
10129,26,10,12,0,1030,29,0,0,0,0,0,1963,130286.89259523479,1834650
25326,36,13,16,0,1229,1140,1,0,1,0,0,1912,769602.6194855464,1700000
23373,35,13,16,0,1118,1011,1,0,1,0,0,1939,646816.3040175117,555000
1277,4,10,11,0,161,1,0,0,0,0,0,1965,982018.7078239177,578000
23044,37,13,18,0,1218,1002,1,0,1,0,0,1986,396124.74272639165,274395
5596,13,10,10,0,2053,1,0,0,0,0,0,1957,690125.2849356276,450000
5081,12,10,13,0,640,12,0,0,0,0,0,1939,572059.2394304448,985000
16972,36,9,6,0,1245,15,0,0,0,0,0,1910,244787.0002820678,490000
10131,26,13,15,0,1044,1175,1,0,1,0,0,1979,1204266.9064993025,3152894
17612,32,10,11,0,1432,1,0,0,0,0,0,1965,-59308.66618415201,2625000
8013,21,23,42,3032,308,15,0,6,6,3032,15160,1915,927999.621317415,0
6214,14,9,9,0,1624,44,0,0,0,0,0,1930,848072.9796307893,213000
4212,12,9,6,0,630,43,0,0,0,0,0,1911,1158389.144816781,0
23740,35,13,16,0,1158,1640,1,0,1,0,0,0,2511678.5467348774,1315000
15572,26,45,71,0,1027,1335,0,0,1,0,0,0,957945.7265730803,100
1602,5,13,11,0,1061,1192,1,0,1,0,0,1940,2283315.901628535,1867500
17793,31,13,16,0,16,6037,1,0,1,0,0,0,7630494.902198557,430000
1239,3,21,33,5052,195,7,0,23,23,5052,61219,1915,12432417.621317415,42000000
7698,24,10,8,0,1336,15,0,0,0,0,0,1928,477387.0141488458,440000
26520,39,10,12,0,2180,57,0,0,0,0,0,1968,-336320.1084635267,291500
8087,22,13,13,0,1845,1040,1,0,1,0,0,1989,1312525.6820294713,565000
22952,35,10,12,0,1138,53,0,0,0,0,0,1975,-178306.54832456214,2150000
13984,33,10,8,0,1514,8,0,0,0,0,0,1971,113928.45586554799,5235000
1475,4,13,18,0,173,1181,1,0,1,0,0,1924,1852489.8048452777,3436594
5619,13,12,14,0,1911,1105,1,0,1,0,0,1910,1740479.799943293,945954
2941,9,13,15,0,826,1051,1,0,1,0,0,1915,1723572.4098646236,3309312
24331,40,10,16,0,2179,258,0,0,0,0,0,1939,-404805.4093097192,21000
134,1,13,15,0,406,1204,1,0,1,0,0,2013,2136017.337749475,1272812
14292,26,45,71,0,1027,1214,0,0,1,0,0,0,821726.8515155273,100
9278,25,10,12,0,1366,16,0,0,0,0,0,1956,149071.38979545934,860000
2799,9,13,11,0,819,1338,1,0,1,0,0,2015,2262971.961482988,3415000
12853,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,123673
13693,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,45000
15904,35,13,11,0,1125,1264,1,0,1,0,0,1924,1285266.659829467,1100000
2572,8,13,15,0,68,1084,1,0,1,0,0,1927,1805602.72369526,850000
8641,25,8,8,1808,1348,35,6,2,8,1808,3744,1910,2347080.621317415,3680000
4854,12,9,9,0,613,37,0,0,0,0,0,1910,945693.8476681132,5600000
6107,13,13,16,0,1946,1008,1,0,1,0,0,2006,1383551.5729933814,1450000
11604,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
3183,9,13,13,0,857,1235,1,0,1,0,0,2013,2009490.9952048897,5047100
16466,31,13,18,0,140,1112,1,0,1,0,0,0,1945536.3308073967,860500
13203,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,42500
8825,25,10,16,0,1333,18,0,0,0,0,0,1955,-123248.19542594207,625000
961,2,13,16,0,798,1574,1,0,1,0,0,2008,2442160.521124874,0
21154,33,10,12,0,1525,1,0,0,0,0,0,1963,-165261.23945632996,760000
813,2,13,18,0,794,1060,1,0,1,0,0,2005,1727458.1300192163,2575000
4930,12,10,11,0,590,79,0,0,0,0,0,1930,791829.4016643125,617000
17178,36,10,8,0,1224,23,0,0,0,0,0,1926,54992.48854209483,385000
19289,34,10,16,0,1508,72,0,0,0,0,0,1926,-374987.896835763,6750000
24872,36,10,12,0,1216,44,0,0,0,0,0,1926,-197055.45122811943,899000
5030,12,10,12,0,620,19,0,0,0,0,0,1962,635589.5420818818,0
3841,11,10,11,0,529,20,0,0,0,0,0,1900,780834.2035601554,0
12086,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,0
13659,26,45,71,0,1027,1140,0,0,1,0,0,0,738419.4403233049,0
19207,35,26,117,5050,1182,53,0,1,1,5050,29267,1920,-2198027.378682585,27625000
18687,35,13,15,0,1167,1252,1,0,1,0,0,1901,1008756.9272501706,3437741
13458,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,0
21924,35,13,13,0,1142,1056,1,0,1,0,0,0,2061450.9517432428,995000
21541,35,10,11,0,1182,20,0,0,0,0,0,1963,-140246.28261644486,1475000
22185,33,13,16,0,1555,1320,1,0,1,0,0,0,2215643.495883901,657600
10718,26,13,18,0,1268,1215,1,0,1,0,0,2012,1018035.9390794705,3843893
12498,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,15499
10429,26,13,16,0,1018,1115,1,0,1,0,0,2006,1052179.30030001,755000
21736,36,13,18,0,1165,1065,1,0,1,0,0,1926,540217.445023403,1085000
11467,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
567,2,13,11,0,695,1420,1,0,1,0,0,2005,2617548.934525053,1035000
11594,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,58900
17473,33,10,16,0,1439,1,0,0,0,0,0,1963,-439324.6543796775,640000
1575,5,13,11,0,1061,1127,1,0,1,0,0,1940,2210140.4728786093,0
20058,36,13,15,0,1223,1424,1,0,1,0,0,1973,1121995.0128485714,0
24488,35,47,45,0,1171,1987,0,0,1,0,0,0,3052300.120678929,0
5320,12,15,19,0,586,1001,1,0,1,0,0,0,2327435.946522537,5030000
6198,14,7,2,2265,1788,26,16,2,18,2265,10068,1920,6043504.621317415,0
17586,36,13,11,0,1226,1187,1,0,1,0,0,1971,1132173.5930557153,0
24594,36,8,57,4750,1246,7,33,3,36,4750,39910,1907,10211703.621317415,0
24862,36,10,12,0,1215,35,0,0,0,0,0,1931,-210151.58986000344,680000
7766,24,10,8,0,1342,23,0,0,0,0,0,1940,479104.15790174296,595000
19752,34,10,16,0,1563,32,0,0,0,0,0,1964,-443851.3394853645,595000
4473,11,10,16,0,576,22,0,0,0,0,0,1900,437286.11785098026,1575000
12633,32,12,10,0,1424,1209,1,0,1,0,0,1900,1460899.4425016302,725000
18945,32,17,17,0,1433,1002,0,0,0,0,0,1931,311776.9893738711,715000
3779,11,10,8,0,566,18,0,0,0,0,0,1964,946495.4178851843,1550000
14381,26,45,79,0,1027,1286,0,0,1,0,0,0,351070.74581614556,18072
3709,10,10,16,0,898,39,0,0,0,0,0,1945,459091.7032046472,1675000
1249,3,43,49,0,197,1029,0,0,1,0,0,0,3085097.859438676,0
18488,32,13,13,0,1461,1015,1,0,1,0,0,2006,919795.2770647439,0
13055,32,13,11,0,1438,3626,1,0,1,0,0,1996,4003573.3601068375,1035000
10854,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,53520
1554,5,8,5,7515,1067,52,53,0,53,7515,32665,1926,16467228.621317415,3933150
9650,25,13,13,0,1369,1047,1,0,1,0,0,1985,1223983.456827492,975000
14394,32,9,9,0,1447,46,0,0,0,0,0,1910,213560.0272451616,444500
543,2,10,10,0,799,35,0,0,0,0,0,1958,1152627.9370484506,217737
1641,5,7,5,3333,1064,4,16,2,18,3333,12330,1910,6617102.621317415,8400000
2255,8,13,11,0,18,1124,1,0,1,0,0,1956,2110218.9299116754,955000
14413,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,42500
16393,28,2,31,1388,885,28,2,0,2,1388,3840,1901,290557.62131741503,3700000
21642,36,13,18,0,1150,1137,1,0,1,0,0,1987,585168.9617179795,580000
10217,26,13,15,0,1047,2501,1,0,1,0,0,1978,2697580.1215665382,1060000
4546,11,13,13,0,561,1206,1,0,1,0,0,1928,1961270.0576083832,0
7843,21,43,54,0,276,1102,0,0,1,0,0,2004,972030.9970251345,980000
23933,35,13,16,0,1171,3009,1,0,1,0,0,0,4052594.6842556237,975000
14398,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,115920
15105,32,10,10,0,1448,3,0,0,0,0,0,1967,10379.380157801323,1305000
14396,26,45,79,0,1027,1288,0,0,1,0,0,0,353322.29746998893,0
14882,26,45,79,0,1027,1738,0,0,1,0,0,1925,-289303.5804151441,103171
16043,26,45,71,0,1027,1390,0,0,1,0,0,0,1019863.3970537861,0
2148,6,22,36,1787,458,1,2,3,5,1787,6624,1900,377888.62131741503,9250000
7419,24,10,8,0,1321,11,0,0,0,0,0,1939,466629.56799735595,745000
24412,35,45,71,0,1138,1478,0,0,1,0,0,0,790421.0776257529,202800
22938,36,9,9,0,1217,37,0,0,0,0,0,1920,57275.70820175856,567890
9759,27,1,23,495,893,71,1,0,1,495,1920,1910,431798.62131741503,3850000
11333,31,13,11,0,142,1621,1,0,1,0,0,2006,1803680.5086728702,0
25052,36,10,12,0,1246,29,0,0,0,0,0,1922,-212179.40294434316,1165000
6359,19,13,11,0,940,1144,1,0,1,0,0,1961,1711846.3175098072,855000
7196,19,26,74,4200,929,135,0,254,254,4200,0,2015,5235419.621317415,0
10402,26,13,13,0,1043,1004,1,0,1,0,0,1942,1171797.0752155068,0
5032,12,10,16,0,620,19,0,0,0,0,0,1962,359733.5594630018,1400000
3379,10,10,10,0,883,58,0,0,0,0,0,1931,902936.0750006814,440000
14637,33,13,11,0,1513,1320,1,0,1,0,0,1986,1375696.9141948535,915000
4356,12,10,8,0,626,12,0,0,0,0,0,1963,902843.0310498294,1437500
4770,12,1,89,1716,615,66,1,0,1,1716,3840,1910,-3191535.378682585,9100000
3520,10,10,12,0,871,39,0,0,0,0,0,1959,727152.4687046823,449000
20594,33,13,13,0,1539,1578,1,0,1,0,0,1986,1527677.1471605287,874399
15405,26,45,71,0,1027,1318,0,0,1,0,0,0,938807.5375154079,0
10059,26,13,13,0,1003,1374,1,0,1,0,0,0,2748541.883593146,775000
5284,12,17,22,0,584,1002,0,0,0,0,0,1925,713117.4711217177,730000
16548,33,10,10,0,1510,65,0,0,0,0,0,1916,73088.06193231046,2748900
13455,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,0
7528,20,7,9,3625,479,37,22,0,22,3625,13415,1900,6939390.621317415,0
10960,26,21,35,2000,1270,59,0,5,5,2000,8000,1920,-145609.37868258497,6250000
13139,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,35625
15360,28,10,11,0,917,17,0,0,0,0,0,1963,115608.72240551282,532000
9717,26,10,8,0,1978,1,0,0,0,0,0,1956,359040.2197886198,538000
14105,26,45,71,0,1027,1198,0,0,1,0,0,0,803714.4382847766,0
1059,2,15,19,0,798,1307,1,0,1,0,0,1920,1883705.4942433895,2350000
6232,14,9,9,0,1789,5,0,0,0,0,0,1930,800728.4936626623,175000
23013,36,10,11,0,1195,29,0,0,0,0,0,1929,-146331.3729585521,5150000
14584,32,10,10,0,1393,43,0,0,0,0,0,1926,81033.82280740235,0
13007,26,45,71,0,1006,1302,0,0,1,0,0,0,921232.8443033337,17908
4763,12,10,10,0,615,86,0,0,0,0,0,1920,874122.7328471569,3995000
10258,26,13,18,0,1009,1230,1,0,1,0,0,0,2241485.1233803094,1200000
8908,25,10,16,0,1334,41,0,0,0,0,0,1929,-81854.19521715073,29750
9611,25,13,18,0,1338,1026,1,0,1,0,0,1980,859153.3443113384,890000
10362,26,13,18,0,1011,5040,1,0,1,0,0,1950,5366499.336332024,117709
14721,33,13,11,0,1531,1133,1,0,1,0,0,2007,1152264.645973016,0
7303,21,7,2,1938,415,62,16,1,17,1938,8261,1910,5459762.621317415,0
20389,34,13,18,0,1555,1212,1,0,1,0,0,0,1919887.6120178592,800000
12162,26,45,102,0,1006,1303,0,0,1,0,0,1963,-2387436.2451660666,0
3478,10,7,5,3140,903,35,12,3,15,3140,14080,1915,6245767.621317415,0
16386,31,13,18,0,16,5131,1,0,1,0,0,1987,5286375.011697852,0
18201,32,13,13,0,1415,1138,1,0,1,0,0,1986,1071164.5190551472,2825000
11814,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
7664,21,10,11,0,321,1,0,0,0,0,0,1955,368503.94292424247,490000
4904,12,9,11,0,626,4,0,0,0,0,0,1947,748255.2845348786,640000
3711,10,10,12,0,897,1,0,0,0,0,0,1960,683234.0482109073,950000
2552,8,13,13,0,53,1084,1,0,1,0,0,1903,1958171.3721608971,625000
1609,5,10,16,0,1066,37,0,0,0,0,0,1957,627394.9076465587,389902
26006,37,13,16,0,1871,1134,1,0,1,0,0,2005,657701.1349897278,2995000
21743,35,13,13,0,1116,1064,1,0,1,0,0,1940,912819.0974293607,1850000
17516,30,13,16,0,95,1010,1,0,1,0,0,1918,860771.2624884252,1050000
10354,26,13,13,0,1040,1450,1,0,1,0,0,1989,1645896.6254539252,0
15067,28,10,11,0,866,64,0,0,0,0,0,1941,182717.22060191445,1675000
1547,4,13,15,0,176,1090,1,0,1,0,0,2007,1907322.6601283033,6155462
18437,32,10,12,0,1386,1,0,0,0,0,0,1960,-124328.84655986633,4000000
8609,24,46,71,0,1290,1225,0,0,1,0,0,1903,-286732.7770935125,4327050
15106,32,10,10,0,1448,3,0,0,0,0,0,1967,10379.380157801323,1900000
2038,6,9,11,0,468,48,0,0,0,0,0,1920,1034666.3624589243,460000
10452,26,13,13,0,1044,1113,1,0,1,0,0,1979,1272396.7965395837,1149632
13379,32,17,17,0,1447,1002,0,0,0,0,0,1961,293575.1760280868,930000
25123,36,10,12,0,1250,67,0,0,0,0,0,1926,-171871.29676296236,1420000
14537,26,45,79,0,1027,1313,0,0,1,0,0,0,381466.6931430376,102
4411,11,10,11,0,574,39,0,0,0,0,0,1929,783972.9728030795,2750000
12725,26,28,47,0,1262,1792,0,1,1,0,0,2009,-1223689.1190390917,1103100
24333,35,17,21,0,1179,1212,0,0,0,0,0,1962,150388.94850643957,615000
1132,3,8,12,5742,292,16,89,2,91,5742,55740,2012,26416270.621317416,0
8506,25,10,11,0,1330,4,0,0,0,0,0,1960,202888.4527019905,2303000
23804,36,13,13,0,1253,1102,1,0,1,0,0,1989,887245.873576757,870000
6968,16,10,12,0,2001,60,0,0,0,0,0,1926,529476.6358089657,455000
16340,31,13,13,0,16,2643,1,0,1,0,0,0,4016503.7325896984,862000
7106,19,13,15,0,943,1827,1,0,1,0,0,1989,2188116.6932473634,0
24782,39,10,11,0,2179,170,0,0,0,0,0,1925,-114451.60055621527,580000
18748,35,13,15,0,1170,1146,1,0,1,0,0,1908,885183.1581652076,1198893
23714,36,13,13,0,1236,1116,1,0,1,0,0,0,2090794.0799306878,0
19391,36,9,9,0,1216,109,0,0,0,0,0,1910,144322.41155055026,1010000
12090,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,32913
6182,19,10,8,0,930,1,0,0,0,0,0,1964,629817.2558448515,10
932,2,17,17,0,721,1008,0,0,0,0,0,1932,1420098.5348205804,1115000
11827,26,45,102,0,1006,1302,0,0,1,0,0,1963,-2388562.0209929883,0
12465,26,47,25,0,1011,4065,0,0,1,0,0,0,7100474.1410245,0
16018,29,13,13,0,594,1382,1,0,1,0,0,2003,1461549.8989204061,0
19616,33,10,11,0,1509,51,0,0,0,0,0,1928,-18779.951488903258,1220000
7556,20,15,21,0,471,1102,1,0,1,0,0,1967,841356.525937458,1720000
11115,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,123260
24409,40,10,16,0,2180,450,0,0,0,0,0,1963,-203005.2943511228,345000
8793,25,10,16,0,1333,1,0,0,0,0,0,1963,-147162.38448361447,353000
11963,26,45,102,0,1006,1303,0,0,1,0,0,1963,-2387436.2451660666,62827
7496,21,12,14,0,413,1010,1,0,1,0,0,0,2515072.298392365,0
11136,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,49500
385,2,10,8,0,751,1,0,0,0,0,0,1960,1252086.0531423772,148058
2413,8,13,15,0,26,1142,1,0,1,0,0,1914,1879534.1616940848,1645000
7389,24,7,31,2511,1332,19,16,1,17,2511,9890,1904,3616720.621317415,0
11460,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,0
1186,3,13,15,0,204,1056,1,0,1,0,0,2004,1906497.758570423,708888
7170,18,29,66,5000,708,65,0,1,1,5000,5000,1920,-3194857.378682585,21850000
800,2,13,15,0,768,1194,1,0,1,0,0,0,3282731.016861656,600000
8124,24,10,8,0,1370,21,0,0,0,0,0,1929,482835.97955633,3050000
1628,5,7,4,2750,1056,60,15,0,15,2750,11455,1925,6328699.621317415,5243000
7122,19,10,16,0,930,1,0,0,0,0,0,1964,78105.29060709197,410000
17390,32,10,11,0,1408,33,0,0,0,0,0,1958,-18604.588272734545,2670000
5875,13,12,12,0,2025,1029,1,0,1,0,0,1926,1780920.6340195662,753505
7054,19,13,15,0,943,1290,1,0,1,0,0,0,2771008.0741902892,1655000
12799,26,34,115,35370,1040,50,0,1,1,35370,62104,1988,4377286.621317415,0
4771,12,1,26,1533,617,31,1,0,1,1533,3024,1905,952507.621317415,6700000
21501,36,13,18,0,1137,1035,1,0,1,0,0,1989,469416.79690731457,0
7684,21,10,16,0,311,13,0,0,0,0,0,1960,34416.71267783735,500000
1442,4,10,12,0,117,1,0,0,0,0,0,1960,916956.8398273769,0
22791,37,10,16,0,1236,3,0,0,0,0,0,1922,-553341.2222080948,549000
7754,24,10,8,0,1341,1,0,0,0,0,0,1964,440029.9335198733,520000
3233,9,13,13,0,857,1270,1,0,1,0,0,2013,2048893.149147157,5145240
11938,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
211,2,8,30,4600,716,55,40,0,40,4600,21000,1986,10411276.621317415,27741149
10430,28,13,11,0,1373,1048,1,0,1,0,0,2004,1242878.5389750996,1175000
21212,39,13,15,0,2180,1241,1,0,1,0,0,2003,769388.2002093592,518501
14211,31,13,15,0,222,1105,1,0,1,0,0,0,2142838.694529223,3425000
14838,32,10,10,0,1421,1,0,0,0,0,0,1961,12272.611385113094,485000
6401,14,3,2,1817,1665,108,3,0,3,1817,2430,1890,2694066.621317415,975000
21623,36,13,18,0,1142,1132,1,0,1,0,0,0,1765945.8330666753,656600
774,2,13,15,0,764,1228,1,0,1,0,0,2009,2121717.770218655,9469725
11624,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
3805,10,10,16,0,905,26,0,0,0,0,0,1963,433564.7107817703,790000
7134,19,13,13,0,927,1014,1,0,1,0,0,0,2598555.438235888,2575000
7824,21,29,20,20960,347,71,0,0,0,20960,0,0,-185257.37868258497,1
5001,12,10,11,0,616,1,0,0,0,0,0,1962,684372.9480936597,1500000
12817,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,0
16523,35,15,15,0,1143,1103,1,0,1,0,0,1900,738596.6863595503,784500
733,2,13,11,0,775,1204,1,0,1,0,0,2014,2367340.8510768637,3050000
11880,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
6546,14,17,22,0,1646,1103,0,0,0,0,0,2005,684436.4964839839,775000
11148,31,13,11,0,16,5213,1,0,1,0,0,1987,5861436.59908849,751977
10101,26,13,15,0,1044,1083,1,0,1,0,0,1979,1100695.530422486,0
15808,35,13,11,0,1114,1104,1,0,1,0,0,0,2253999.8094365033,0
1460,4,13,18,0,173,1166,1,0,1,0,0,1924,1835603.1674414487,3258400
7413,19,13,16,0,943,1718,1,0,1,0,0,0,3183876.1324581527,640000
22198,33,13,16,0,1564,1112,1,0,1,0,0,1986,795652.5295904218,580000
13919,26,45,71,0,1027,1183,0,0,1,0,0,0,786827.8008809476,15055
7037,18,27,113,7900,705,29,0,5,5,7900,36000,1925,159653.62131741503,0
20150,33,10,11,0,1580,33,0,0,0,0,0,1920,-35747.82691283291,400000
10857,26,26,48,7532,1009,37,0,2,2,7532,112850,2007,20070087.621317416,0
1075,3,7,7,1760,279,10,4,0,4,1760,2949,1920,2706908.621317415,0
10716,26,13,18,0,1268,1212,1,0,1,0,0,2012,1014658.6115987045,3462050
242,2,9,11,0,744,31,0,0,0,0,0,1850,1196541.6947233519,1195000
13221,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,41550
2564,8,13,18,0,31,1082,1,0,1,0,0,1987,1561410.406062543,1310000
23,1,7,4,2404,400,58,9,1,10,2404,7110,1900,4715542.621317415,7333333
2813,9,10,10,0,842,7,0,0,0,0,0,1965,862322.2073036362,1095000
14638,33,13,11,0,1513,1325,1,0,1,0,0,1986,1381325.7933294629,850000
14948,27,10,11,0,1978,1,0,0,0,0,0,1956,115904.12957542669,700000
16337,35,13,11,0,1171,3497,1,0,1,0,0,0,4946793.266067123,2310000
4136,11,9,15,0,573,54,0,0,0,0,0,1870,612005.9184630262,670000
10357,26,13,18,0,1011,5011,1,0,1,0,0,1950,5333851.837351289,1800000
6688,21,10,8,0,311,13,0,0,0,0,0,1960,586128.6779155973,744000
22774,35,45,97,0,1138,1528,0,0,1,0,0,0,-946354.0180508713,190000
10093,26,10,12,0,1011,42,0,0,0,0,0,1941,158452.0107430704,31941
18141,32,13,13,0,1404,1230,1,0,1,0,0,1986,1174965.177046509,2300000
9015,25,10,11,0,1365,20,0,0,0,0,0,1951,225544.3325682804,761000
9895,25,45,79,0,1319,1385,0,0,1,0,0,2002,-702513.736710195,0
23657,38,10,16,0,1892,64,0,0,0,0,0,1922,-534586.539645928,1295000
11361,31,13,11,0,190,1225,1,0,1,0,0,0,2554454.7783119553,0
6522,14,13,13,0,1783,1021,1,0,1,0,0,2006,1572232.0835558386,604250
18223,35,10,10,0,1183,29,0,0,0,0,0,1925,-38485.14832984051,625000
11447,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
8803,25,10,16,0,1333,1,0,0,0,0,0,1963,-147162.38448361447,485000
22605,37,10,16,0,1200,31,0,0,0,0,0,1927,-524054.1218794072,800000
5271,12,13,13,0,636,1271,1,0,1,0,0,1938,1990668.097328288,6384433
3253,9,15,15,0,848,1204,1,0,1,0,0,1925,1785870.6534254192,2500000
18860,34,2,53,2026,1493,8,2,0,2,2026,6150,1901,-1008722.378682585,22000000
20089,32,13,16,0,1484,1106,1,0,1,0,0,1985,827406.4827109766,773870
